60:1,1,1,6,9,9,6,3,9,6,9,5,2,3,1,9,6,3,1,2,5,5,2,9,1,1,4,9,4,2
61:8,8,5,8,5,8,3,3,8,1,3,3,3,1,8,5,8,6,8,1,4,8,1,4,6,9,8,9,3,4
62:2,3,2,8,5,4,8,4,3,5,9,8,5,9,7,2,6,7,1,9,2,8,8,2,8,9,5,5,4,4
63:4,5,2,9,6,3,4,5,9,2,7,5,5,8,1,4,2,6,9,2,8,8,6,5,5,8,5,7,6,2
64:7,7,8,2,9,1,6,4,5,1,5,4,8,7,2,6,7,6,6,6,9,9,3,4,2,9,2,5,5,9
65:2,1,6,2,4,1,8,2,5,7,8,8,6,3,9,9,9,5,9,9,5,5,8,2,9,2,8,3,4,2
66:2,7,6,5,9,9,8,3,1,2,2,3,6,3,7,6,4,3,9,9,4,8,3,8,8,6,2,9,9,4
67:2,5,4,9,3,2,5,4,5,6,8,5,9,8,5,3,8,5,5,7,5,6,6,4,6,7,4,7,7,1
68:6,1,3,9,9,9,7,1,1,8,4,4,7,3,9,3,8,6,5,4,1,2,7,1,2,8,8,6,2,3
69:5,2,8,8,3,4,2,1,8,5,5,4,5,6,3,4,4,2,2,3,1,4,9,4,7,9,4,8,2,6
70:7,5,2,5,2,6,4,7,7,5,7,3,8,9,3,2,5,4,6,7,1,1,9,7,4,1,5,8,3,2
71:5,6,3,2,6,8,7,5,4,8,1,2,2,4,5,2,7,7,8,5,8,3,4,3,3,2,3,3,9,6
72:3,6,6,6,2,8,4,1,4,7,4,2,5,2,9,9,5,3,2,5,5,1,9,9,6,1,4,2,1,3
73:6,7,8,5,3,4,2,2,1,3,2,2,7,3,2,9,5,2,1,8,7,3,4,6,4,6,5,2,1,2
74:7,4,2,8,6,5,1,6,9,1,4,5,5,2,3,2,6,8,4,8,9,4,6,6,9,3,2,2,1,8
75:5,8,7,4,1,8,3,5,1,6,3,8,2,7,6,7,6,6,8,2,6,2,1,6,9,6,5,1,2,7
76:8,3,3,5,9,3,8,7,4,1,3,1,9,9,2,1,2,4,9,1,4,5,3,9,4,5,4,1,9,8
77:6,2,1,5,2,1,2,1,9,8,1,6,2,4,4,3,6,1,4,9,9,7,7,3,5,3,8,2,5,9
78:3,5,6,3,1,2,2,4,5,4,8,4,2,5,4,7,3,2,8,6,9,7,3,2,2,9,7,5,6,1
79:7,5,5,4,6,9,6,4,7,3,5,5,9,6,5,8,3,3,6,2,3,3,6,8,4,7,8,7,7,1
80:7,2,4,8,7,8,2,6,2,7,9,7,4,2,1,2,1,8,9,9,2,2,1,3,4,1,3,3,4,1
81:5,2,2,2,9,1,6,5,3,3,2,7,7,5,5,3,5,7,5,7,4,6,9,3,7,8,3,5,6,8
82:6,3,8,1,1,5,3,9,5,6,6,1,9,1,9,3,5,7,2,8,3,7,1,7,3,4,7,2,8,6
83:7,2,4,8,7,8,2,6,2,7,9,7,4,2,1,2,1,8,9,9,2,2,1,3,4,1,3,3,3,6
84:4,9,4,2,2,4,4,7,1,8,9,2,8,9,1,9,7,2,2,5,7,6,1,9,6,8,3,1,3,9
85:9,3,1,3,3,7,6,2,1,5,7,7,5,9,5,2,6,4,4,1,9,9,7,1,6,9,2,3,1,6
86:9,5,3,6,6,9,9,5,2,9,4,1,4,8,7,1,3,3,3,1,4,1,5,2,1,3,6,1,4,6
87:1,5,9,5,7,6,9,1,9,3,6,3,9,3,7,3,9,3,9,5,4,2,1,7,2,4,5,6,7,9
88:3,9,2,8,1,7,9,5,9,9,4,6,2,9,4,8,8,8,5,4,3,5,7,1,9,5,7,7,6,5
89:9,1,7,2,3,6,7,1,8,6,9,1,4,4,1,9,1,5,5,5,8,9,2,4,2,4,5,5,5,9
90:6,7,5,4,4,3,3,1,6,8,7,5,2,6,6,2,4,8,5,8,4,1,8,3,4,1,2,1,1,8
91:9,5,3,6,6,9,9,5,2,9,4,1,4,8,7,1,3,3,3,1,4,1,5,2,1,3,6,1,4,6
92:6,4,6,4,9,7,9,4,8,6,8,1,7,5,8,6,4,2,6,8,4,5,4,4,9,9,8,2,6,6
93:8,8,1,3,6,5,6,5,9,1,7,5,7,9,2,1,7,6,2,9,7,9,6,8,3,9,5,6,3,7
94:1,8,6,7,9,8,9,3,4,6,1,6,6,3,8,3,5,5,6,8,4,7,3,3,9,5,3,9,9,5
95:9,2,8,1,3,5,6,5,4,5,7,6,7,2,5,6,6,8,5,3,5,8,9,7,3,5,6,3,9,4
96:6,7,5,4,4,3,3,1,6,8,7,5,2,6,6,2,4,8,5,8,4,1,8,3,4,7,2,1,1,4
97:4,4,4,4,7,5,4,3,9,9,5,5,9,6,3,3,5,2,8,9,6,1,3,5,1,3,9,6,1,1
98:1,7,4,2,1,4,1,1,5,5,5,2,6,8,9,9,8,2,2,5,1,4,3,9,1,6,8,4,4,3
99:9,9,7,8,1,7,4,6,8,4,2,1,4,1,8,4,5,6,3,7,8,6,7,2,9,5,8,6,1,4
100:4,6,9,8,7,2,9,2,8,6,1,7,7,6,8,3,9,7,1,3,5,5,1,2,7,3,5,7,2,9
101:7,2,3,6,5,6,2,5,8,6,5,2,5,8,5,8,1,9,4,6,5,6,1,1,1,2,1,1,2,4
102:8,4,2,9,9,3,3,8,3,6,8,6,7,1,5,5,4,2,3,3,3,7,2,6,5,4,2,6,1,2
103:8,4,2,9,9,7,4,2,7,7,4,8,5,1,8,9,5,6,7,4,5,5,2,4,7,3,6,2,7,5
104:3,2,6,4,7,4,8,8,8,6,7,7,1,5,3,9,3,4,3,4,7,7,4,3,9,3,8,3,5,1
105:8,8,1,3,6,5,6,5,9,1,7,5,7,9,2,1,7,6,2,9,7,9,6,8,3,9,5,6,3,7
106:4,6,6,1,4,9,3,9,8,1,7,9,3,4,8,1,7,3,2,1,8,9,1,6,5,9,4,3,1,8
107:8,5,7,5,8,3,1,1,8,7,9,5,3,7,9,5,6,3,4,4,8,4,2,7,8,1,9,3,5,7
108:5,6,8,4,7,8,5,2,6,8,7,3,4,8,3,4,9,2,1,8,4,5,6,4,1,4,3,2,5,7
109:5,3,4,2,2,5,2,5,9,9,1,4,4,1,3,7,5,9,1,2,6,5,7,7,2,5,5,5,7,7
110:2,1,6,2,4,9,8,2,5,7,8,8,6,3,9,9,9,5,9,9,5,5,8,2,9,2,8,3,4,2
111:3,9,4,3,1,4,2,7,1,6,8,3,7,6,6,9,9,8,6,8,8,9,6,7,3,9,6,4,6,9
112:7,8,1,8,8,3,7,7,2,1,3,1,2,9,6,6,6,5,2,6,8,8,6,6,2,2,2,9,2,1
113:8,8,1,3,6,5,6,5,9,1,7,5,7,9,2,1,7,6,2,9,7,9,6,8,3,9,5,6,3,8
114:4,9,2,1,3,2,6,2,8,7,6,3,3,3,2,2,9,6,8,8,2,3,6,6,4,2,3,1,7,7
115:9,4,2,7,9,5,4,5,9,3,3,3,5,8,8,1,4,1,8,7,6,1,7,8,7,6,4,9,2,1
116:7,7,3,4,6,6,9,9,5,9,7,2,3,3,5,3,6,3,6,7,1,7,1,1,6,5,4,4,4,5
117:2,5,7,5,5,1,9,3,1,8,3,5,2,6,5,6,3,1,8,3,5,2,6,5,5,6,7,2,2,1
118:7,5,5,4,6,9,6,4,7,9,5,5,9,6,5,8,3,3,6,2,3,3,6,8,4,7,8,7,7,9
119:5,6,8,3,7,7,5,8,9,6,5,7,6,1,4,9,7,7,6,9,1,7,5,7,1,3,8,9,7,3
120:6,1,7,6,1,3,4,3,6,8,4,5,6,8,8,6,5,7,1,3,8,2,6,9,4,4,4,1,6,6
121:3,8,7,1,8,6,6,3,9,3,2,7,2,6,6,9,8,8,9,6,2,8,1,7,4,3,6,3,9,5
122:2,5,7,5,8,3,8,3,1,7,2,3,2,1,3,8,7,6,7,1,8,6,7,5,9,6,2,4,8,5
123:8,4,2,1,4,5,2,5,8,7,7,1,7,3,7,4,4,9,2,3,4,2,2,6,1,4,7,8,1,8
124:4,9,4,2,2,4,4,7,1,8,9,2,8,9,1,9,7,2,2,5,7,6,1,9,6,8,3,1,3,6
125:8,1,6,7,2,8,9,6,5,8,5,2,8,9,6,9,3,4,4,6,4,8,4,6,3,9,5,8,5,1
126:4,6,6,1,4,9,3,9,8,1,7,9,3,4,8,1,7,3,2,1,8,9,1,6,5,9,4,3,1,4
127:2,8,5,4,6,6,9,3,6,7,3,1,7,4,9,8,6,9,7,5,4,6,1,9,9,7,7,7,2,5
128:7,3,4,8,1,5,6,5,9,9,1,3,4,1,8,2,4,4,2,6,4,5,8,5,6,8,3,8,5,4
129:1,3,3,9,4,1,5,9,5,6,1,2,3,8,5,6,5,7,6,3,8,1,1,1,2,6,6,1,3,4
130:7,1,5,6,2,8,4,8,1,6,5,4,8,3,8,8,5,1,6,2,9,9,2,4,7,8,7,3,4,5
131:6,9,4,7,6,6,3,3,2,3,6,9,8,1,8,8,6,9,7,3,4,9,5,7,9,9,6,8,8,4
132:7,8,7,4,5,3,1,2,3,4,6,4,2,3,6,1,8,9,3,1,5,6,5,2,2,6,6,5,7,6
133:9,7,6,7,6,9,1,5,7,1,2,7,6,5,9,2,8,2,6,6,6,1,2,1,8,2,6,2,2,9
134:1,5,3,3,6,8,5,9,4,1,8,1,2,9,9,5,8,4,8,7,4,5,3,9,2,3,8,4,3,9
135:6,4,7,9,4,9,2,5,6,8,7,4,1,6,5,3,4,7,9,6,9,3,9,5,3,6,2,5,7,2
136:8,8,5,8,5,8,3,3,8,1,3,3,3,1,8,5,8,6,8,1,4,8,1,4,6,9,8,9,3,1
137:9,9,3,4,4,6,7,6,5,4,3,3,8,3,7,3,6,1,5,5,8,1,4,6,9,6,1,7,9,8
138:9,4,5,4,7,1,8,5,5,5,5,1,1,1,5,5,4,5,9,9,4,3,4,8,8,8,9,5,8,2
139:9,1,7,2,3,6,7,1,8,6,9,1,4,4,1,9,1,5,5,5,8,9,2,4,2,4,5,5,5,4
140:7,1,6,6,8,6,4,1,6,5,9,3,8,1,4,6,6,5,8,2,2,7,4,4,2,6,7,8,3,3
141:9,7,6,7,6,9,1,5,7,1,2,7,6,5,9,2,8,2,6,6,6,1,2,1,8,2,6,2,2,5
142:9,5,3,6,6,9,9,5,2,9,4,1,4,8,7,1,3,3,3,1,4,1,5,2,1,3,6,1,4,1
143:4,8,2,6,7,7,4,2,6,6,5,4,3,1,6,7,6,4,9,4,7,2,8,4,4,3,6,6,4,7
144:2,8,8,5,6,8,7,8,2,1,2,7,2,5,4,5,6,1,3,5,6,9,3,2,2,7,7,7,8,9
145:7,5,2,5,2,6,4,7,7,5,7,3,8,9,3,2,5,4,6,7,1,1,9,7,4,1,5,8,9,2
146:7,9,6,7,8,1,5,5,2,3,9,4,9,9,9,2,8,6,2,3,9,1,7,2,1,3,7,1,1,7
147:8,7,3,9,1,2,9,7,5,3,9,5,7,5,1,7,4,9,6,2,1,5,8,7,9,1,5,6,8,2
148:2,9,7,7,8,8,1,6,2,5,7,9,1,5,9,5,5,6,7,6,3,3,9,2,9,4,2,2,6,3
149:8,9,3,1,5,2,4,1,6,8,6,7,9,2,5,7,2,4,6,1,4,9,8,6,1,4,3,6,7,4
150:1,5,1,6,2,8,5,5,9,8,3,2,1,2,8,2,4,7,6,4,9,2,6,9,9,4,9,2,8,7
151:2,8,2,2,8,1,6,7,9,4,6,2,1,3,1,1,6,3,4,8,1,5,7,6,2,1,1,5,4,4
152:6,8,6,8,9,7,9,4,1,2,8,7,3,9,7,9,7,9,7,3,4,3,5,8,9,5,4,8,2,7
153:9,4,4,9,9,8,2,6,5,3,6,8,6,5,7,2,8,3,7,9,4,6,2,4,1,2,2,7,4,4
154:7,2,2,2,3,1,7,6,7,1,7,4,5,9,7,3,2,2,9,4,4,7,8,4,8,5,1,2,6,4
155:4,3,9,8,9,4,1,5,5,2,9,3,3,8,7,7,9,9,4,9,4,9,8,4,2,9,5,6,7,6
156:5,3,9,5,6,3,9,8,3,3,8,5,9,7,7,6,9,6,1,8,9,5,3,3,4,5,5,8,5,9
157:5,3,4,2,2,5,2,5,9,9,1,4,4,1,3,7,5,9,1,2,6,5,7,7,2,5,5,5,7,7
158:3,1,6,6,4,5,4,2,3,1,4,7,7,6,8,9,2,4,9,9,9,7,8,7,3,6,5,1,1,4
159:4,6,6,1,4,9,3,9,8,1,7,9,3,4,8,1,7,3,2,1,8,9,6,6,5,9,4,3,1,4
160:9,6,2,5,3,3,6,6,1,1,4,4,1,7,8,7,1,2,8,2,6,8,7,8,4,9,9,7,8,5
161:5,7,8,8,6,8,5,9,5,9,9,6,5,8,9,6,3,1,4,2,6,8,6,2,5,3,9,8,2,6
162:5,9,7,3,5,5,6,6,9,8,5,8,4,6,5,1,9,4,6,9,6,2,9,6,5,8,4,7,4,1
163:4,5,2,9,6,3,4,5,9,2,7,5,5,8,1,4,2,6,9,2,8,8,6,5,5,1,5,7,6,2
164:3,2,6,3,1,2,2,4,5,4,8,4,2,5,4,7,3,2,8,6,9,7,3,2,2,9,7,5,6,1
165:3,5,2,6,4,8,3,2,5,2,4,6,3,3,4,1,1,5,2,3,6,1,3,7,4,6,3,5,1,1
166:3,9,8,3,1,9,9,7,9,6,2,8,6,9,6,9,3,3,6,5,2,7,2,8,6,5,3,1,6,9
167:5,2,1,8,2,9,1,1,3,3,7,1,6,5,7,4,4,1,6,7,7,7,2,4,9,4,7,8,7,4
168:5,3,7,2,3,6,2,3,2,2,9,8,5,6,6,5,5,4,9,5,1,9,3,2,9,7,1,9,2,2
169:8,1,7,2,7,5,3,5,2,7,3,3,6,6,5,2,9,6,3,8,5,3,4,1,9,8,5,9,7,8
170:8,4,2,9,9,7,3,2,7,7,4,8,5,1,8,9,5,6,7,4,5,5,2,4,7,3,6,2,7,2
171:8,9,6,8,6,3,6,8,9,5,9,7,6,7,8,9,8,3,6,5,9,2,8,4,7,2,5,7,1,2
172:4,8,3,4,1,1,3,5,7,7,9,7,3,4,3,8,6,6,8,4,7,9,6,2,4,1,1,1,4,1
173:5,4,8,5,6,8,4,7,1,7,2,8,1,6,4,4,2,8,8,6,6,1,4,2,7,8,1,5,2,8
174:6,8,6,1,1,3,1,5,8,2,2,2,1,9,5,3,6,1,1,2,2,1,8,9,3,7,6,5,9,1
175:6,4,7,9,4,9,2,5,6,8,7,4,1,6,5,3,4,7,9,6,9,3,9,5,3,6,2,5,7,6
176:6,9,6,7,7,3,8,3,9,8,2,6,3,4,7,3,8,2,8,5,7,1,4,4,3,1,7,6,8,2
177:1,3,3,9,4,1,5,9,5,6,1,2,3,8,5,6,5,7,6,3,8,1,5,1,2,6,6,1,3,4
178:3,7,1,1,8,2,4,2,6,2,2,5,8,2,7,8,2,6,9,2,2,2,5,8,6,7,8,3,4,1
179:6,6,9,5,2,6,7,5,4,4,9,2,3,6,4,1,7,9,6,4,1,1,4,4,5,2,9,6,8,2
180:2,4,2,7,5,6,5,2,6,5,8,8,1,7,7,7,8,2,3,9,7,3,5,8,1,7,4,6,4,3
181:6,6,8,1,4,2,4,8,8,4,5,6,1,2,5,9,5,1,7,7,5,9,9,7,4,2,1,3,5,6
182:7,7,5,8,6,1,9,3,5,7,6,2,6,1,8,7,5,3,9,3,1,9,6,8,5,6,6,4,4,6
183:8,7,3,9,1,2,9,7,5,3,9,5,7,5,1,7,4,9,6,2,1,5,8,7,9,1,5,6,8,2
184:3,3,2,3,8,3,5,1,9,4,2,1,4,2,1,8,9,7,7,3,2,8,5,2,2,5,5,1,7,6
185:7,1,6,1,4,9,5,7,3,2,7,1,6,5,9,4,9,5,9,3,1,4,2,6,8,7,5,2,1,6
186:8,5,7,5,5,3,2,8,9,3,1,3,9,5,1,3,7,4,5,1,3,2,9,8,2,7,4,5,1,4
187:2,7,8,7,9,8,3,5,7,3,4,4,4,1,2,1,3,6,9,3,1,6,9,1,3,3,3,1,1,9
188:3,3,7,6,8,9,1,7,4,7,5,9,6,1,2,9,1,6,8,1,3,5,5,6,1,4,4,8,4,1
189:1,4,4,7,7,7,8,7,4,1,2,6,4,7,1,1,6,9,9,9,5,3,9,2,5,1,4,3,9,8
190:9,7,4,2,1,3,9,4,9,6,1,7,2,9,1,2,2,2,3,8,7,7,6,9,2,2,9,5,8,4
191:1,9,7,5,8,8,4,7,1,2,1,5,9,6,5,7,3,9,4,9,7,5,4,9,1,2,2,8,6,8
192:5,9,7,3,5,5,6,6,9,8,5,8,4,6,5,1,9,4,6,3,6,2,9,6,5,8,4,7,4,2
193:9,8,3,5,2,3,6,3,9,5,9,9,9,3,2,6,8,7,4,3,5,1,8,4,5,5,9,1,2,2
194:8,3,3,5,9,3,8,7,4,1,3,1,9,9,2,1,2,4,9,1,4,5,3,9,4,5,4,1,9,9
195:7,3,8,9,2,7,5,8,8,6,1,3,6,9,8,9,1,2,2,4,1,8,7,1,1,1,6,9,5,6
196:5,4,1,6,4,2,7,8,2,1,5,3,5,5,1,5,8,6,1,1,5,3,6,6,3,9,1,3,5,5
197:3,8,4,5,2,5,9,3,2,8,8,3,3,4,5,5,4,8,7,4,1,5,8,8,3,4,5,2,2,2
198:5,2,8,6,5,7,3,7,8,8,4,9,6,5,7,9,5,7,6,1,2,4,7,1,6,1,1,6,2,1
199:3,9,2,8,1,7,9,5,9,9,4,6,5,9,4,8,8,8,5,4,3,5,7,1,9,5,7,7,6,8
200:5,9,2,3,9,2,6,8,6,7,5,4,6,7,2,7,1,8,4,9,2,4,8,3,9,6,1,8,2,5
201:1,5,2,5,3,4,2,5,1,5,9,4,1,5,2,5,6,4,6,5,2,1,2,3,2,3,2,6,7,4
202:6,4,7,9,4,9,2,5,6,8,7,2,1,6,5,3,4,7,9,6,9,3,9,5,3,6,2,5,7,6
203:7,6,2,4,4,5,7,4,2,2,3,5,8,1,7,5,7,1,6,1,7,1,5,2,6,8,7,2,1,7
204:6,4,5,6,7,7,6,5,6,1,7,7,5,4,6,5,3,5,9,1,4,2,9,3,1,3,2,6,1,7
205:1,5,2,5,3,4,2,5,1,8,9,4,1,5,2,5,6,4,6,5,2,1,2,3,2,3,2,6,7,4
206:5,9,8,7,7,5,9,5,9,3,8,1,5,9,8,9,2,2,3,9,2,4,6,5,3,5,3,5,6,3
207:8,1,5,4,5,7,2,3,7,9,4,8,9,8,9,2,2,9,8,7,5,5,6,2,1,6,3,6,5,1
208:9,6,9,8,8,5,2,5,3,3,2,6,6,7,6,4,9,4,9,9,7,7,6,1,8,3,7,4,9,8
209:5,4,4,4,9,3,5,8,8,7,7,3,2,9,9,9,9,2,3,9,3,6,4,9,5,1,5,4,1,9
210:9,1,7,2,3,6,7,1,8,6,9,1,4,4,1,9,1,5,5,5,8,9,2,4,2,4,5,5,5,9
211:1,2,5,9,2,3,2,5,7,9,2,4,8,5,9,2,8,2,3,6,6,1,5,3,1,6,1,5,3,3
212:6,7,6,9,6,6,6,2,7,8,5,8,6,6,6,7,6,1,1,2,4,1,5,4,9,7,6,8,5,5
213:7,1,5,5,3,2,4,9,4,9,8,4,5,9,5,7,1,5,3,4,3,4,7,6,3,3,1,6,5,4
214:7,9,5,8,4,9,4,5,8,6,2,8,2,3,3,1,7,4,9,8,2,2,8,7,2,3,4,4,2,6
215:3,6,7,4,1,7,1,9,3,6,3,8,9,6,4,6,1,9,9,2,4,1,8,5,6,5,4,1,3,3
216:1,1,9,3,8,1,4,1,1,8,2,5,4,9,5,8,2,6,1,9,2,2,7,5,5,1,4,2,8,5
217:3,7,1,1,8,2,4,2,6,2,2,5,8,2,7,8,2,6,9,2,2,2,5,8,6,7,8,1,4,6
218:2,1,6,2,4,1,8,2,5,7,8,8,6,3,9,9,9,5,9,9,5,5,8,2,9,2,8,3,4,2
219:5,9,8,6,4,1,4,8,5,2,4,1,7,9,6,1,7,3,8,3,5,9,7,6,5,3,8,3,4,1
220:9,2,7,1,8,3,1,2,1,1,1,3,1,9,1,3,1,4,7,9,7,2,8,2,9,6,7,6,3,4
221:6,4,1,1,3,5,6,8,1,9,1,1,9,3,2,8,8,4,4,5,7,7,1,2,5,2,3,2,8,7
222:2,8,5,4,6,6,9,3,6,7,3,1,7,4,9,8,6,9,7,5,4,6,1,9,9,7,7,7,2,7
223:1,4,8,4,1,4,6,4,4,6,3,2,8,4,5,3,8,5,7,5,9,7,2,2,4,6,5,9,2,7
224:6,6,1,8,1,7,4,1,9,6,3,7,6,3,4,7,1,8,9,3,3,3,8,2,6,2,7,6,1,4
225:3,6,6,3,4,1,2,2,2,7,2,2,2,6,9,4,4,5,7,7,9,5,1,8,1,1,1,7,5,9
